loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
96.02606697451174,16.322503476103474,96.02606697451174,96.02242406721331,87.06835937236676
14.989187276588297,14.274464090993582,14.989187276588297,14.989902912390928,13.724664286101298
13.555659630306295,13.410943500266587,13.555659630306295,13.553769743173724,12.663057879374644
12.560297163740808,12.753403963136279,12.560297163740808,12.55705772607051,12.015603944117498
12.067352164576144,12.428468235268081,12.067352164576144,12.06335437149701,11.49201390757519
11.83465760455283,11.868657864814947,11.83465760455283,11.830346782033036,11.329692002325853
11.706709631785126,13.007400236839105,11.706709631785126,11.702164447642229,11.178253955463632
11.600513151478669,11.873012432382126,11.600513151478669,11.595784552899364,11.11135177814187
11.49328661030797,11.782403409973648,11.49328661030797,11.48833318640985,11.069617515437569
11.423696230042655,11.613063126556144,11.423696230042655,11.418594258093801,11.04957879725218
11.359737621821735,11.49646676276341,11.359737621821735,11.354437801731494,11.037564232005977
11.311409462666765,11.432312027481961,11.311409462666765,11.305630833555135,11.033793714920936
11.280776071702068,11.488599517128684,11.280776071702068,11.27500355874565,10.931223451954068
11.226820986116202,11.266365559633114,11.226820986116202,11.220908739903638,10.849754315502238
11.19549707789274,11.303541120418833,11.19549707789274,11.189461251639354,10.965428261070059
11.166340444804446,11.322928739973337,11.166340444804446,11.160244526097262,10.868263256039643
11.124256744507651,11.277908388248159,11.124256744507651,11.11817117533923,10.906009753069679
11.102013571274428,11.343641233838294,11.102013571274428,11.095908906675954,10.871425240477603
11.058315097599934,11.042304362147307,11.058315097599934,11.052062297492768,10.83844201859932
11.028362858750773,11.19651459465342,11.028362858750773,11.022008202452293,10.779218140473521
10.99706144240722,11.130058481673563,10.99706144240722,10.990526093133187,10.761099259314644
10.974033474209008,11.336540427089723,10.974033474209008,10.967404209300224,10.608927841291854
10.962014236485306,10.939213244383,10.962014236485306,10.955237589176493,10.735788200288887
10.946815395048013,10.953329586785687,10.946815395048013,10.940084917776826,10.814183852664897
10.916608671740459,11.00036219131848,10.916608671740459,10.909806960747092,10.632291140339092
10.908068073218285,11.00351450660012,10.908068073218285,10.9013169411959,10.738787990750884
10.88785645317713,11.197884078853386,10.88785645317713,10.880986894378452,10.789241495847811
10.874537361310036,10.838274084832058,10.874537361310036,10.867689621157762,10.698413345049012
10.873150726753723,11.910876175588813,10.873150726753723,10.866292283768704,10.603524629827254
10.870640136325518,10.964315847917037,10.870640136325518,10.86375625266274,10.673805659452562
10.847647241661749,10.885425886831992,10.847647241661749,10.840716929464257,10.650170126106133
10.849850534789308,10.976407634325264,10.849850534789308,10.84287116607652,10.586130849897065
10.825514691138235,10.766681797248273,10.825514691138235,10.81858228989806,10.691507353082649
10.81737131354889,10.893824167488035,10.81737131354889,10.810437478944557,10.668791476450261
10.80989018179994,10.784743565173189,10.80989018179994,10.802884771590183,10.681201427036642
10.801438546652514,10.929650897822103,10.801438546652514,10.794320899552593,10.62858703813408
10.792600019045047,10.796054075572115,10.792600019045047,10.785593060486008,10.647707138640838
10.791614631656342,10.843277458317024,10.791614631656342,10.784609044141282,10.591187959434906
10.777510250212682,10.766764120622115,10.777510250212682,10.770436599843798,10.540229908398533
10.78586811894269,10.736376356487431,10.78586811894269,10.778655039018822,10.641521280501989
10.76688790485928,10.849549179234781,10.76688790485928,10.759817005355842,10.60474067912692
10.767076994382013,13.992926747345727,10.767076994382013,10.760030038994246,10.642168632696919
10.756337216303088,10.710818613856292,10.756337216303088,10.74919602358555,10.610459127570977
10.750585625372446,11.30923196303943,10.750585625372446,10.743527110468886,10.525932084455285
10.746085698408187,10.827836541104908,10.746085698408187,10.739027381437031,10.589370444465002
10.74454876425296,10.834788952977204,10.74454876425296,10.737505858360322,10.495464578401203
10.757930915804431,14.260904276666562,10.757930915804431,10.7507948767903,10.603701651617508
10.735329185605213,10.718702820706959,10.735329185605213,10.728245743507072,10.515278541048826
10.725757454048363,10.719421004460862,10.725757454048363,10.718598243337702,10.679344279942729
10.717886082982337,10.78745621689095,10.717886082982337,10.71069297140993,10.57622064800236
10.718072343958834,10.766411202013,10.718072343958834,10.710944149387744,10.579133369930318
10.74346279823665,10.687306301652892,10.74346279823665,10.736311097107777,10.59389238976357
10.708109596715893,10.697523022486159,10.708109596715893,10.700944459004935,10.552986035300902
10.706865890861051,10.790796047399851,10.706865890861051,10.699622475930857,10.540240544961227
10.699473965184458,10.703729625575798,10.699473965184458,10.692231468818619,10.55675628401418
10.708741539587802,10.694183984078652,10.708741539587802,10.701476737863722,10.56531262255132
10.696278777036918,10.797431725115816,10.696278777036918,10.68908509931639,10.515588714294152
10.696343739242307,10.68149280942176,10.696343739242307,10.689155242874278,10.557369787792867
10.687363291905873,10.766732196177333,10.687363291905873,10.68017920359345,10.556970323991841
10.680484251223344,10.790578530839651,10.680484251223344,10.673333313297249,10.457041823364763
10.681301834064314,10.693643577827896,10.681301834064314,10.674120323261905,10.643637359608608
10.675521299359549,11.958528743302526,10.675521299359549,10.668333867701088,10.41919309710008
10.674389934847007,10.664292201522953,10.674389934847007,10.66722675978287,10.441978499793919
10.674237635735812,10.748258425184519,10.674237635735812,10.667078274052317,10.449641339196294
10.68187783360207,10.681665156498429,10.68187783360207,10.674614821608253,10.56679084231872
10.677508315566055,12.075055015973808,10.677508315566055,10.670358242661624,10.478661495477331
10.658195367892986,10.57529320992714,10.658195367892986,10.651003473319603,10.36483048602726
10.66436131078419,10.671024547135534,10.66436131078419,10.657131815636921,10.471473700430774
10.653075704912519,10.722510759495506,10.653075704912519,10.645840767721289,10.504837428267189
10.654926708641,10.949744760497543,10.654926708641,10.647707596386955,10.487806921009637
10.657143406312805,10.718030819222946,10.657143406312805,10.649938029514388,10.488649413929082
10.649308730422545,10.544813924584506,10.649308730422545,10.642079310322817,10.484641823854195
10.640694100353173,10.65061536899283,10.640694100353173,10.6335455538543,10.481675255973384
10.6395968394624,10.60051719413316,10.6395968394624,10.632348915974335,10.550123836826302
10.643935191702635,10.62501071504325,10.643935191702635,10.636691295765974,10.440515025112962
10.629099048012366,10.53674805065817,10.629099048012366,10.621839012026623,10.543001224080703
10.6307612672359,10.58605388767463,10.6307612672359,10.62360171990849,10.381196342192649
10.617829412784216,10.60670297796076,10.617829412784216,10.610661140192613,10.519014743194019
10.641280509116624,11.582363593676858,10.641280509116624,10.634135719822455,10.466363766859383
10.625596484444518,10.542894292468867,10.625596484444518,10.618285912497495,10.444721034085537
10.599350310447191,10.766002347646666,10.599350310447191,10.591991999925034,10.437168332875405
10.589824595760762,10.554963513839343,10.589824595760762,10.582495234718095,10.43941736989344
10.575893039589262,10.49388470137415,10.575893039589262,10.568639801330848,10.411732239159251
10.578001220271272,10.682997691729836,10.578001220271272,10.57062182051215,10.505146687556344
10.588577732642674,10.511621940234475,10.588577732642674,10.581362913459115,10.458639417438533
10.559241242634773,10.566640388867087,10.559241242634773,10.55202740740787,10.436596820171232
10.540831567612432,10.621955505087357,10.540831567612432,10.533495813484736,10.299770199863032
10.542523792247536,10.59132211858576,10.542523792247536,10.535112515277046,10.383656119071444
10.58595809374764,10.84897866919021,10.58595809374764,10.578837836222116,10.397673937345067
10.593302477026008,13.123551002218704,10.593302477026008,10.586264874931858,10.472900797900548
10.582440847632965,10.562017334394218,10.582440847632965,10.57537876511849,10.318867864226943
10.573912108377877,10.675126391008865,10.573912108377877,10.566865648040562,10.367283339002304
10.551676804603545,10.460747147394606,10.551676804603545,10.544541539764053,10.427207811603994
10.5402665811917,11.464671883701293,10.5402665811917,10.533003017971497,10.459998831242062
10.527496170679436,17.02300491805904,10.527496170679436,10.520180491988581,10.33299830823355
10.522602822119007,10.4657393762888,10.522602822119007,10.515268173516208,10.338232853200871
10.52331706844493,20.377842674570637,10.52331706844493,10.51585763201865,10.259946821145181
10.53702955513685,10.46650828605841,10.53702955513685,10.529758680706138,10.36641639791981
10.515244524763084,10.460229365293644,10.515244524763084,10.508009946571207,10.471675882019099
10.527479205107392,10.535226605155252,10.527479205107392,10.520192121724296,10.43423481553697
